event_id,customer_id,cell_tower_id,region,network_type,device_type,event_type,event_timestamp,signal_strength,latency_ms,dropped_call,data_usage_mb
b4154ffe-fd3b-4491-b5bb-053ccf8e2314,232087,TOWER_384,Atlanta,4G,iPhone,SMS,2026-06-08 19:07:43,-111,200,1,282.84
0210fbfe-1efa-4b5e-a7d8-4ebc8b03035f,588106,TOWER_466,Houston,5G,Motorola,CALL,2026-06-08 05:57:43,-41,300,1,377.79
f1062a66-00c2-4042-8b67-fbbdcfac2be3,906872,TOWER_111,Chicago,4G,Motorola,SMS,2026-06-09 17:27:43,-124,281,0,258.72
f3400df6-25c6-4ec0-ad61-ef84737bfb09,483166,TOWER_443,Dallas,4G,Motorola,DATA,2026-06-08 10:03:43,-65,458,0,186.05
cd7f7232-08cd-4790-a1cc-4acb35721b3a,657882,TOWER_94,Austin,5G,Motorola,SMS,2026-06-04 23:47:43,-57,286,0,199.69
1d1ab59d-b98e-4f73-a12a-e89eda2f1fe1,144607,TOWER_459,Chicago,4G,iPhone,CALL,2026-06-06 10:37:43,-77,497,0,90.99
0806e609-d103-41e5-98ed-f41f01ac0f08,189007,TOWER_262,Chicago,5G,Samsung,SMS,2026-06-03 03:32:43,-45,290,0,30.1
49c127e0-a475-43da-b926-02f87f44bc60,913528,TOWER_146,Austin,LTE,Pixel,SMS,2026-06-07 21:16:43,-88,475,0,454.36
1f819e32-1b85-4270-8f45-7780eabda37c,477560,TOWER_279,Chicago,4G,iPhone,CALL,2026-06-08 21:14:43,-57,175,0,408.7
08fb3d40-17c7-4874-84d8-ebde8c33dcf0,120711,TOWER_131,Atlanta,LTE,Samsung,CALL,2026-06-04 11:05:43,-127,496,1,392.19
358456e7-f9b6-43d0-bab0-ef873f2a845b,372142,TOWER_345,New York,5G,Motorola,CALL,2026-06-03 08:44:43,-48,206,0,296.36
5d72508e-447f-429c-a805-a506604968ca,881165,TOWER_292,Chicago,4G,Motorola,DATA,2026-06-03 22:53:43,-116,200,1,434.33
1aa15e64-b625-4d6a-966d-4582f3c79c28,490468,TOWER_98,Houston,LTE,Motorola,CALL,2026-06-05 14:59:43,-111,183,0,16.11
c9f481ce-6151-4608-a4ac-c98cfd30013f,201997,TOWER_76,Chicago,4G,Motorola,DATA,2026-06-03 15:25:43,-115,107,0,261.06
05e4dff7-7b0b-427e-ae05-14ca49a462ca,879965,TOWER_57,New York,4G,Pixel,DATA,2026-06-06 20:34:43,-79,299,0,231.85
25fb6902-1b52-4d02-ba6a-19bce3cbacf4,502033,TOWER_321,Austin,4G,Motorola,CALL,2026-06-06 13:10:43,-63,129,1,13.43
7f8a7501-4209-4de8-bcd8-24bd67ed7e6c,759783,TOWER_265,Austin,5G,iPhone,DATA,2026-06-07 10:00:43,-88,447,1,121.34
947543ad-945a-40fd-8a89-7a88cc473705,233190,TOWER_409,Dallas,5G,Motorola,CALL,2026-06-05 02:13:43,-97,238,0,274.28
d7acc51f-1e38-49d6-a73d-702407b0abc0,884229,TOWER_304,New York,4G,Samsung,SMS,2026-06-05 11:44:43,-116,420,0,496.18
8e663626-ff61-4779-b028-a1a88adb3a88,466188,TOWER_1,Dallas,LTE,iPhone,CALL,2026-06-06 10:29:43,-42,19,0,431.82
37a8d2df-bc06-4a80-8554-7a54f71cd8af,814126,TOWER_307,Atlanta,LTE,iPhone,CALL,2026-06-06 13:22:43,-88,240,0,304.91
c042a17d-3028-42d0-bbf3-2b8c81ba0c09,844959,TOWER_246,New York,5G,Samsung,SMS,2026-06-03 19:47:43,-115,96,1,333.89
30809290-c4c9-4249-b5a6-012d633a2641,301017,TOWER_5,Dallas,4G,iPhone,SMS,2026-06-05 22:47:43,-76,18,0,76.4
84395a8a-a53e-41ca-94ca-4f3cbf2ca579,551542,TOWER_469,Dallas,5G,Samsung,DATA,2026-06-03 09:45:43,-88,139,0,482.19
955717bb-b024-40ce-beb4-de2f26d69e88,666673,TOWER_81,Atlanta,4G,Motorola,SMS,2026-06-07 15:13:43,-93,333,1,242.85
eb52fab6-84dd-44df-91da-da810f9f7d9f,502145,TOWER_82,Austin,4G,Samsung,SMS,2026-06-05 18:12:43,-75,455,0,98.15
