event_id,customer_id,cell_tower_id,region,network_type,device_type,event_type,event_timestamp,signal_strength,latency_ms,dropped_call,data_usage_mb
39f5c5f3-9050-495d-9f96-40262965a755,225644,TOWER_359,Chicago,4G,Pixel,SMS,2026-06-05 08:46:44,-69,496,0,277.16
2bcd83e2-1ca4-4436-ad62-121a01bf7bd8,671523,TOWER_374,Dallas,4G,iPhone,CALL,2026-06-03 23:00:44,-90,393,1,115.16
ac1605d7-ddd2-412b-8e21-edfc6a7777f4,840932,TOWER_155,New York,4G,iPhone,SMS,2026-06-03 21:15:44,-118,136,0,412.61
9b81ccb7-77d7-4405-9f9a-37e560edb7fd,846680,TOWER_358,Houston,LTE,Pixel,SMS,2026-06-04 12:25:44,-93,416,1,355.25
58c40092-a29b-4028-b883-702fc0db22fc,786745,TOWER_72,Houston,LTE,Samsung,CALL,2026-06-06 08:47:44,-116,351,0,274.01
921a1fd0-b3f5-4d56-99a8-814845f130c1,873195,TOWER_210,Houston,5G,Pixel,DATA,2026-06-09 06:23:44,-62,370,0,202.32
434c4bb5-7901-4f25-8b8e-56fd2e7d491a,406915,TOWER_187,Austin,5G,Pixel,DATA,2026-06-04 03:21:44,-111,108,0,98.29
7505dba2-c41b-465b-bc03-f965669956b9,636696,TOWER_264,Chicago,4G,Samsung,DATA,2026-06-05 03:17:44,-101,141,0,259.66
1a29b77a-dbd5-4b2c-ba64-cceac5fbae48,433557,TOWER_369,Austin,5G,iPhone,CALL,2026-06-02 23:40:44,-71,439,0,85.36
68162d1f-77aa-4cde-b245-4f39e96e898f,350480,TOWER_85,Atlanta,LTE,Samsung,SMS,2026-06-06 12:40:44,-49,269,0,383.29
f596b4f3-6651-4db7-91a6-aeaed12d147a,516304,TOWER_188,Chicago,LTE,iPhone,CALL,2026-06-04 01:50:44,-56,351,1,52.18
031e882a-27ec-454b-91a4-b0e7a2948e98,294497,TOWER_12,Dallas,5G,Pixel,SMS,2026-06-04 06:43:44,-91,384,0,426.74
0944fdcc-d7ba-460e-9901-f66e10202413,918719,TOWER_243,Atlanta,4G,iPhone,SMS,2026-06-05 05:09:44,-83,85,0,299.9
691547f0-e004-4b4c-a489-3e37f1f09320,813122,TOWER_27,Austin,4G,Motorola,CALL,2026-06-05 01:04:44,-100,278,0,372.52
2d6ba46e-5a60-4d86-a17e-ae1e07dcf2f8,303168,TOWER_382,New York,4G,iPhone,DATA,2026-06-08 00:34:44,-117,313,0,8.67
c03e7b71-f0eb-4108-8211-013d79b3af04,411368,TOWER_426,Chicago,4G,Samsung,SMS,2026-06-08 17:57:44,-85,121,0,453.97
6ee17ceb-7c3a-4e3c-ac43-d153fbff9b7e,945680,TOWER_362,Houston,LTE,Samsung,SMS,2026-06-09 15:01:44,-60,369,0,482.0
92967e03-74fa-4cd1-9ea9-b36e830d678f,628598,TOWER_474,Austin,4G,Pixel,DATA,2026-06-07 02:56:44,-98,458,1,215.26
e6d90b4e-0758-4460-bbe3-e2fc81f6593a,498669,TOWER_275,Austin,5G,Motorola,CALL,2026-06-05 03:37:44,-69,131,0,263.31
6141758e-0b1c-43bd-95bf-a83b8703524e,401354,TOWER_253,Austin,5G,Samsung,CALL,2026-06-03 05:20:44,-107,388,0,393.03
d55b7b63-27d2-4276-972c-8b0d246fa567,330651,TOWER_278,Houston,5G,Samsung,SMS,2026-06-09 09:04:44,-116,241,0,127.75
7ceaa669-94d5-4c7f-b383-8446fea0ee21,150968,TOWER_422,Dallas,5G,Pixel,CALL,2026-06-09 07:18:44,-50,444,1,350.39
bc579ddb-6d03-4243-9cd0-f33c587793d3,772148,TOWER_294,Houston,5G,Motorola,SMS,2026-06-08 22:45:44,-47,306,0,295.99
25ca328e-07db-4ff4-9d99-62e704bd2fb1,767625,TOWER_50,Dallas,LTE,Pixel,SMS,2026-06-03 05:40:44,-100,281,0,161.23
5b7f410a-df8c-4e7b-9781-7d0279273e49,170890,TOWER_42,Atlanta,4G,Pixel,SMS,2026-06-04 03:58:44,-73,258,0,384.42
2b7d97ce-4305-4bbf-ba28-7fed0e1b5e3f,116526,TOWER_169,Houston,4G,Samsung,DATA,2026-06-09 11:30:44,-46,188,1,288.75
a6115b8c-7310-4ff3-aedf-270b4a18b12a,977382,TOWER_125,Atlanta,LTE,iPhone,DATA,2026-06-03 14:39:44,-99,414,0,58.34
efec9e11-0311-4468-948c-236e3e424f0e,815589,TOWER_198,Houston,5G,iPhone,CALL,2026-06-04 13:27:44,-105,27,0,331.69
f5f9f4a1-ffdc-4a7b-8c66-05ae237062b0,695977,TOWER_238,Austin,4G,Motorola,CALL,2026-06-03 02:54:44,-101,471,1,171.72
bb72c080-5865-4b57-aeca-d5b76535e595,159438,TOWER_155,Chicago,LTE,iPhone,DATA,2026-06-09 20:25:44,-49,83,0,179.3
f73e6325-1b00-46f1-991e-be44b55bbb64,417490,TOWER_57,New York,4G,Motorola,DATA,2026-06-06 23:06:44,-66,87,0,440.98
67c1c66a-33b3-4459-aafc-e52eebfc70c4,432191,TOWER_457,Austin,LTE,Pixel,SMS,2026-06-06 12:15:44,-114,297,0,331.52
1698c835-51a1-47f3-a397-d85d11f8af83,623961,TOWER_220,Dallas,LTE,Samsung,DATA,2026-06-08 10:12:44,-102,117,0,258.22
5dbf804c-bfd5-4a73-a817-7001432fc44a,547641,TOWER_481,Houston,LTE,iPhone,CALL,2026-06-03 16:15:44,-81,122,0,184.44
8dbc1dbe-3fb4-4620-b622-ca9b0be360c8,675728,TOWER_239,Houston,LTE,Pixel,CALL,2026-06-03 19:52:44,-100,302,0,122.07
