event_id,customer_id,cell_tower_id,region,network_type,device_type,event_type,event_timestamp,signal_strength,latency_ms,dropped_call,data_usage_mb
7cff1320-f8f3-4135-9ef6-7131cab528b2,130285,TOWER_91,New York,LTE,Motorola,CALL,2026-06-06 01:09:44,-100,378,0,42.91
9e676720-3cad-4450-bd97-1a53db7d54e1,203685,TOWER_286,Austin,LTE,iPhone,DATA,2026-06-04 12:07:44,-110,348,0,497.62
eb6f7a46-bb56-4407-bde5-741732bb1b37,205095,TOWER_62,New York,LTE,Motorola,SMS,2026-06-08 22:38:44,-58,437,1,469.63
ef092b54-316d-41d4-99ea-fe0166b20d7a,888649,TOWER_128,New York,5G,Samsung,DATA,2026-06-03 19:09:44,-57,296,1,261.32
c477931d-be75-4204-84cd-04473c6d60d2,925157,TOWER_94,Houston,5G,Samsung,CALL,2026-06-05 01:59:44,-122,71,0,486.28
bab40f0a-d359-4866-9ea6-277753487ff8,344525,TOWER_10,Chicago,5G,iPhone,CALL,2026-06-05 05:32:44,-121,137,0,215.65
3e4f3df0-f4b2-4ea9-bdad-b4d5d979f77c,532279,TOWER_66,Austin,5G,Pixel,SMS,2026-06-04 17:57:44,-50,222,0,87.18
9f1ac9a9-f9b6-4bdf-8956-d15a6313ba28,586681,TOWER_2,Houston,5G,Motorola,SMS,2026-06-02 23:21:44,-73,78,0,2.9
c05bb4fe-51d0-4d9c-baab-840ae42fc97e,713518,TOWER_429,Chicago,LTE,Samsung,DATA,2026-06-06 16:23:44,-45,322,0,250.95
7ae83ba6-415b-4e3b-a273-91f8d63d996c,651140,TOWER_4,New York,LTE,Motorola,CALL,2026-06-06 01:16:44,-83,489,0,58.97
aaf464a2-9a28-41a0-8639-c1d8205b592e,722894,TOWER_384,Atlanta,4G,Pixel,DATA,2026-06-08 02:09:44,-50,65,0,349.64
51f9093a-77af-470d-b2b2-8d14d0fc7581,190608,TOWER_420,New York,4G,Pixel,DATA,2026-06-08 19:52:44,-89,462,0,39.32
b3cc0c76-51b0-4620-bba6-95c10403decb,660141,TOWER_95,Dallas,5G,Samsung,DATA,2026-06-06 17:28:44,-109,49,1,496.79
889a8f9b-c417-4a32-bd39-a9e15225967f,529898,TOWER_75,Atlanta,5G,Motorola,SMS,2026-06-05 17:56:44,-51,114,0,111.19
16c1cb07-e344-4e5a-97a2-8ee61513f3da,930966,TOWER_8,Atlanta,5G,Samsung,CALL,2026-06-05 22:59:44,-113,318,1,471.41
dce2786b-ce17-4ee5-a4d1-1758e5f5d0dd,260291,TOWER_379,Austin,5G,Pixel,SMS,2026-06-03 06:03:44,-59,41,0,107.13
145860c4-3c71-454b-8e5b-7be1189a8df9,681223,TOWER_492,New York,5G,Motorola,SMS,2026-06-08 07:30:44,-127,10,0,287.5
4b1225c3-4e5e-4752-94f1-e179b74d9f0a,836746,TOWER_410,Atlanta,5G,Motorola,CALL,2026-06-05 08:49:44,-98,224,1,187.03
642d6fd8-56b0-4d0d-b080-9a8aa9577670,177336,TOWER_256,Dallas,4G,Pixel,SMS,2026-06-07 21:10:44,-75,275,0,84.6
